ProductID,Product,BrandName,Category,Color,Style,Size,Product Description
924,Shirt,Scullers,Women,Black,Checked,XL,A black shirt with a checked design in size XL.
925,Shirt,Lee ,Kids,Black,Printed,XXL,A black shirt with a printed design in size XXL.
926,Sweatshirt,Benetton,Kids,Green,Printed,M,A green sweatshirt with a printed design in size M.
927,Sweatshirt,Flying Machine,Kids,White,Printed,XL,A white sweatshirt with a printed design in size XL.
928,T-Shirt,Myntra,Kids,Blue,Checked,M,A blue t-shirt with a checked design in size M.
929,Sweatshirt,Wrangler ,Women,Blue,Stripped,XXL,A blue sweatshirt with a stripped design in size XXL.
930,Sweatshirt,Flying Machine,Men,Black,Printed,XXL,A black sweatshirt with a printed design in size XXL.
931,T-Shirt,Benetton,Men,Green,Printed,XXL,A green t-shirt with a printed design in size XXL.
932,Shirt,Wrangler ,Women,Blue,Printed,XXL,A blue shirt with a printed design in size XXL.
933,Shirt,Myntra,Men,Blue,Printed,XXL,A blue shirt with a printed design in size XXL.
934,T-Shirt,Puma,Women,White,Checked,XL,A white t-shirt with a checked design in size XL.
935,Shirt,Myntra,Women,White,Printed,XL,A white shirt with a printed design in size XL.
936,T-Shirt,Benetton,Kids,Blue,Stripped,M,A blue t-shirt with a stripped design in size M.
937,Shirt,Wrangler ,Women,White,Printed,M,A white shirt with a printed design in size M.
938,T-Shirt,Lee ,Men,Black,Printed,S,A black t-shirt with a printed design in size S.
939,Shirt,Lee ,Kids,Red,Checked,S,A red shirt with a checked design in size S.
940,T-Shirt,Flying Machine,Men,White,Checked,L,A white t-shirt with a checked design in size L.
941,T-Shirt,Highlander ,Women,White,Stripped,XXL,A white t-shirt with a stripped design in size XXL.
942,Sweatshirt,Highlander ,Men,Red,Checked,XXL,A red sweatshirt with a checked design in size XXL.
943,T-Shirt,Wrangler ,Men,Green,Checked,M,A green t-shirt with a checked design in size M.
944,Sweatshirt,Myntra,Men,Red,Printed,L,A red sweatshirt with a printed design in size L.
945,T-Shirt,Myntra,Kids,Blue,Printed,XL,A blue t-shirt with a printed design in size XL.
946,Sweatshirt,Highlander ,Men,Blue,Stripped,L,A blue sweatshirt with a stripped design in size L.
947,Shirt,Benetton,Kids,Green,Stripped,XXL,A green shirt with a stripped design in size XXL.
948,T-Shirt,Wrangler ,Women,Red,Stripped,M,A red t-shirt with a stripped design in size M.
949,Sweatshirt,Wrangler ,Kids,Black,Checked,XXL,A black sweatshirt with a checked design in size XXL.
950,Shirt,Highlander ,Men,White,Checked,S,A white shirt with a checked design in size S.
951,T-Shirt,Lee ,Men,Green,Checked,L,A green t-shirt with a checked design in size L.
952,Sweatshirt,Myntra,Men,White,Checked,L,A white sweatshirt with a checked design in size L.
953,T-Shirt,Scullers,Men,Black,Stripped,S,A black t-shirt with a stripped design in size S.
954,T-Shirt,Myntra,Kids,Green,Checked,S,A green t-shirt with a checked design in size S.
955,Sweatshirt,Myntra,Women,Red,Stripped,L,A red sweatshirt with a stripped design in size L.
956,T-Shirt,Puma,Men,Blue,Printed,XXL,A blue t-shirt with a printed design in size XXL.
957,Shirt,Puma,Women,Green,Printed,S,A green shirt with a printed design in size S.
958,Sweatshirt,Highlander ,Women,Black,Stripped,XXL,A black sweatshirt with a stripped design in size XXL.
959,Sweatshirt,Highlander ,Men,Black,Printed,XL,A black sweatshirt with a printed design in size XL.
960,Sweatshirt,Myntra,Men,White,Checked,XXL,A white sweatshirt with a checked design in size XXL.
961,Shirt,Highlander ,Men,White,Printed,XL,A white shirt with a printed design in size XL.
962,Sweatshirt,Highlander ,Women,White,Stripped,S,A white sweatshirt with a stripped design in size S.
963,Sweatshirt,Puma,Women,White,Checked,S,A white sweatshirt with a checked design in size S.
964,Shirt,Highlander ,Kids,Green,Checked,M,A green shirt with a checked design in size M.
965,T-Shirt,Benetton,Kids,White,Stripped,M,A white t-shirt with a stripped design in size M.
966,Shirt,Scullers,Kids,Black,Stripped,XL,A black shirt with a stripped design in size XL.
967,T-Shirt,Scullers,Men,White,Printed,S,A white t-shirt with a printed design in size S.
968,Shirt,Highlander ,Women,White,Checked,S,A white shirt with a checked design in size S.
969,T-Shirt,Myntra,Kids,Red,Checked,M,A red t-shirt with a checked design in size M.
970,Sweatshirt,Highlander ,Kids,Red,Stripped,L,A red sweatshirt with a stripped design in size L.
971,T-Shirt,Benetton,Men,Blue,Printed,XL,A blue t-shirt with a printed design in size XL.
972,Shirt,Puma,Women,Black,Printed,XXL,A black shirt with a printed design in size XXL.
973,Sweatshirt,Puma,Women,Black,Stripped,M,A black sweatshirt with a stripped design in size M.
974,T-Shirt,Puma,Women,Green,Checked,M,A green t-shirt with a checked design in size M.
975,T-Shirt,Puma,Men,Green,Printed,XXL,A green t-shirt with a printed design in size XXL.
976,Sweatshirt,Benetton,Men,White,Printed,M,A white sweatshirt with a printed design in size M.
977,T-Shirt,Benetton,Women,Black,Stripped,XXL,A black t-shirt with a stripped design in size XXL.
978,Shirt,Myntra,Women,Green,Checked,L,A green shirt with a checked design in size L.
979,Sweatshirt,Puma,Men,Green,Printed,XL,A green sweatshirt with a printed design in size XL.
980,Shirt,Highlander ,Kids,Green,Printed,XXL,A green shirt with a printed design in size XXL.
981,Shirt,Scullers,Kids,White,Printed,L,A white shirt with a printed design in size L.
982,Sweatshirt,Lee ,Kids,White,Printed,S,A white sweatshirt with a printed design in size S.
983,Sweatshirt,Puma,Women,Red,Checked,S,A red sweatshirt with a checked design in size S.
984,Sweatshirt,Scullers,Kids,Blue,Printed,L,A blue sweatshirt with a printed design in size L.
985,Sweatshirt,Lee ,Men,Green,Checked,XL,A green sweatshirt with a checked design in size XL.
986,T-Shirt,Wrangler ,Women,Red,Stripped,M,A red t-shirt with a stripped design in size M.
987,T-Shirt,Lee ,Women,White,Printed,XXL,A white t-shirt with a printed design in size XXL.
988,T-Shirt,Myntra,Kids,Black,Stripped,XL,A black t-shirt with a stripped design in size XL.
989,T-Shirt,Scullers,Kids,Green,Printed,XL,A green t-shirt with a printed design in size XL.
990,Shirt,Myntra,Men,Green,Stripped,XL,A green shirt with a stripped design in size XL.
991,T-Shirt,Lee ,Kids,Black,Stripped,XL,A black t-shirt with a stripped design in size XL.
992,T-Shirt,Wrangler ,Men,Red,Checked,XL,A red t-shirt with a checked design in size XL.
993,Sweatshirt,Highlander ,Men,White,Checked,S,A white sweatshirt with a checked design in size S.
994,T-Shirt,Highlander ,Men,Red,Stripped,XL,A red t-shirt with a stripped design in size XL.
995,Sweatshirt,Scullers,Men,Red,Printed,M,A red sweatshirt with a printed design in size M.
996,T-Shirt,Flying Machine,Kids,Green,Stripped,S,A green t-shirt with a stripped design in size S.
997,Sweatshirt,Myntra,Kids,Red,Printed,M,A red sweatshirt with a printed design in size M.
998,Shirt,Wrangler ,Kids,White,Stripped,L,A white shirt with a stripped design in size L.
999,Sweatshirt,Flying Machine,Men,Black,Printed,XL,A black sweatshirt with a printed design in size XL.
1000,Shirt,Myntra,Women,Green,Stripped,XL,A green shirt with a stripped design in size XL.
